filenumber,title,authors,keyword1,keyword2,keyword3,keyword4,keyword5,X,Y,cluster,cluster top keyword 1,cluster top keyword 2,cluster top keyword 3,cluster top keyword 4,cluster top keyword 5
2024,Scientific visualization and data modeling of scattered sediment contaminant data in New York/New Jersey estuaries,"Ma, H.;Jones, K.W.;Stern, E.A.",9,3,10,6,1,33.986812,1.636523,9,model,simul,interact,base,view
2025,Seabed visualization,"Chapman, P.;Stevens, P.;Wills, D.;Brookes, G.",10,6,8,2,9,18.367822,46.664091,10,system,interact,user,inform,explor
2026,Selective visualization of vortices in hydrodynamic flows,"Sadarjoen, I.A.;Post, F.H.;Bing Ma;Banks, D.C.;Pagendarm, H.-G.",8,9,10,1,2,68.222747,6.76168,8,field,flow,vector,method,tensor
2027,Similarity clustering of dimensions for an enhanced visualization of multidimensional data,"Ankerst, M.;Berchtold, S.;Keim, D.A.",5,6,1,2,3,-45.526371,39.402618,5,interact,user,explor,method,view
2028,Simplification of tetrahedral meshes,"Trotts, I.J.;Hamann, B.;Joy, K.I.;Wiley, D.F.",7,1,6,5,4,9.351127,-40.626866,7,surfac,method,mesh,algorithm,model
2029,Simplifying surfaces with color and texture using quadric error metrics,"Garland, M.;Heckbert, P.S.",7,9,1,2,3,21.734845,-46.262552,7,surfac,method,mesh,algorithm,model
2030,Size preserving pattern mapping,"Kurzion, Y.;Moller, T.;Yagel, R.",7,1,3,2,4,33.936183,-36.427734,7,surfac,method,mesh,algorithm,model
2031,Smooth view-dependent level-of-detail control and its application to terrain rendering,"Hoppe, H.",7,1,4,5,2,5.436125,-45.333986,7,surfac,method,mesh,algorithm,model
2032,"Supporting detail-in-context for the DNA representation, H-curves","Lantin, M.L.;Carpendale, S.",5,3,7,6,4,-33.765533,33.258076,5,interact,user,explor,method,view
2033,Surface reconstruction with anisotropic density-scaled alpha shapes,"Teichmann, M.;Capps, M.",7,9,8,6,1,32.808421,-42.290141,7,surfac,method,mesh,algorithm,model
2034,Task-specific visualization design: a case study in operational weather forecasting,"Treinish, L.A.",2,6,1,3,4,2.031409,14.499338,2,design,tool,analyt,user,inform
2035,The generalized detail in-context problem,"Keahey, T.A.",10,3,7,1,2,21.352841,52.252083,10,system,interact,user,inform,explor
2036,The Gridfit algorithm: an efficient and effective approach to visualizing large amounts of spatial data,"Keim, D.A.;Herrmann, A.",3,6,5,7,8,-4.624614,-9.449585,3,inform,displai,map,space,color
2037,The shape of Shakespeare: visualizing text using implicit surfaces,"Rohrer, R.M.;Ebert, D.S.;Sibert, J.L.",3,7,5,6,1,6.867238,-3.437881,3,inform,displai,map,space,color
2038,Three-dimensional visualization of microstructures,"Lanzagorta, M.;Kral, M.V.;Swan, J.E.;Spanos, G.;Rosenberg, R.;Kuo, E.",6,7,5,1,8,-20.248696,4.178072,6,set,techniqu,larg,present,task
2039,TOPIC ISLANDS TM - a wavelet-based text visualization system,"Miller, N.;Pak Chung Wong;Brewster, M.;Foote, H.",10,5,8,7,3,8.180425,40.66221,10,system,interact,user,inform,explor
2040,Tracking scalar features in unstructured datasets,"Silver, D.;Wang, X.",6,1,8,4,7,-32.506756,5.804209,6,set,techniqu,larg,present,task
2041,Traversal-based visualization of data structures,"Korn, J.;Appel, A.W.",10,3,6,4,7,12.687731,60.338158,10,system,interact,user,inform,explor
2042,View dependent isosurface extraction,"Livnat, Y.;Hansen, C.",1,7,8,5,2,-16.697408,-37.919088,1,volum,render,imag,base,techniqu
2043,Visual presentation of magnetic resonance images,"van der Heyden, J.E.;Carpendale, S.;Inkpen, K.;Atkins, M.S.",1,5,8,2,6,-30.069106,-34.193858,1,volum,render,imag,base,techniqu
2044,Visualization for multiparameter aircraft designs,"Shaffer, C.A.;Knill, D.L.;Watson, L.T.",2,6,7,1,8,7.233473,13.020792,2,design,tool,analyt,user,inform
2045,Visualization in corneal topography,"Vos, F.M.;Spoelder, H.J.W.",7,3,6,1,2,27.401285,-45.357,7,surfac,method,mesh,algorithm,model
2046,Visualization of scalar topology for structural enhancement,"Bajaj, C.L.;Pascucci, V.;Schikore, D.R.",8,3,1,6,4,67.542742,-9.919511,8,field,flow,vector,method,tensor
2047,Visualizing decision table classifiers,"Becker, B.",9,2,5,4,7,30.582694,-0.988789,9,model,simul,interact,base,view
2048,Visualizing differences in movies of cortical activity,"Robbins, K.A.;Senseman, D.M.",6,1,8,5,4,-22.449492,-0.854799,6,set,techniqu,larg,present,task
2049,Visualizing diffusion tensor images of the mouse spinal cord,"Laidlaw, D.H.;Ahrens, E.T.;Kremers, D.;Avalos, M.J.;Jacobs, R.E.;Readhead, C.",3,8,7,1,5,-2.99569,-17.941399,3,inform,displai,map,space,color
2050,Visualizing Hilbert curves,"Max, N.",1,2,3,4,5,-23.786137,-46.677803,1,volum,render,imag,base,techniqu
2051,Volumetric modeling of acoustic fields in CNMAT's sound spatialization theatre,"Khoury, S.;Freed, A.;Wessel, D.",9,8,3,1,10,32.887058,1.76973,9,model,simul,interact,base,view
2052,Wavelets over curvilinear grids,"Nielson, G.M.;Jung, I.;Sung, J.",9,8,1,7,6,32.116938,-1.502928,9,model,simul,interact,base,view
2053,WEBPATH-a three dimensional Web history,"Frecon, E.;Smith, G.",5,10,2,6,1,-18.77013,44.546922,5,interact,user,explor,method,view
2054,Why is Real-Time Volume Rendering No Longer a Year Away?,"Kaufman, A.;Brady, M.;Lorensen, B.;Kitson, F.;Pfister, H.",1,2,3,4,5,-23.027927,-47.002397,1,volum,render,imag,base,techniqu
2055,A comparison of normal estimation schemes,"M????ller, T.;Machiraju, R.;Mueller, K.;Yagel, R.",1,8,7,2,3,-37.493336,-41.040651,1,volum,render,imag,base,techniqu
2056,A spreadsheet approach to information visualization,"Ed Huai-Hsin Chi;Barry, P.;Riedl, J.;Konstan, J.",3,5,10,2,1,11.669399,-6.002861,3,inform,displai,map,space,color
2057,A topology modifying progressive decimation algorithm,"Schroeder, W.J.",7,1,6,4,8,13.192447,-46.929577,7,surfac,method,mesh,algorithm,model
2058,A visualization of music,"Smith, S.;Williams, G.",8,5,7,3,2,64.708773,-0.313963,8,field,flow,vector,method,tensor
2059,Accelerated volume rendering using homogeneous region encoding,"Freund, J.;Sloan, K.",1,2,3,4,5,-29.82129,-53.790672,1,volum,render,imag,base,techniqu
2060,Adaptive information visualization based on the user's multiple viewpoints - interactive 3D visualization of the WWW,"Teraoka, T.;Maruyama, M.",10,5,3,1,2,12.172247,58.071297,10,system,interact,user,inform,explor
2061,An anti-aliasing technique for splatting,"Swan, J.E.;Mueller, K.;Moller, T.;Shareel, N.;Crawfis, R.;Yagel, R.",1,2,3,4,5,-29.741257,-61.472186,1,volum,render,imag,base,techniqu
2062,An interactive cerebral blood vessel exploration system,"Puig, A.;Tost, D.;Navazo, I.",10,9,7,1,2,10.874723,48.835464,10,system,interact,user,inform,explor
2063,Application-controlled demand paging for out-of-core visualization,"Cox, M.;Ellsworth, D.",6,10,1,2,3,-33.395032,-6.54959,6,set,techniqu,larg,present,task
2064,Architectural walkthroughs using portal textures,"Aliaga, D.;Lastra, A.",1,7,9,8,3,1.254055,-57.501359,1,volum,render,imag,base,techniqu
2065,Auralization of streamline vorticity in computational fluid dynamics data,"Volpe, C.R.;Glinert, E.P.",8,3,6,7,1,67.968437,-2.781357,8,field,flow,vector,method,tensor
2066,Brushing techniques for exploring volume datasets,"Pak Chung Wong;Bergeron, R.D.",1,5,6,10,2,-34.444019,-49.559473,1,volum,render,imag,base,techniqu
2067,Building and traversing a surface at variable resolution,"De Floriani, L.;Magillo, P.;Puppo, E.",7,9,1,2,3,22.237904,-46.777075,7,surfac,method,mesh,algorithm,model
2068,Cacti: a front end for program visualization,"Reiss, S.P.",10,6,9,3,1,19.437594,54.195586,10,system,interact,user,inform,explor
2069,Case study: efficient visualization of physical and structural properties in crash-worthiness simulations,"Kuschfeldt, S.;Ertl, T.;Holzner, M.",6,1,2,9,8,-19.10976,0.083681,6,set,techniqu,larg,present,task
2070,Case study: visualizing customer segmentations produced by self organizing maps,"Rushmeier, H.;Lawrence, R.;Almasi, G.",2,6,7,1,3,4.329038,16.457679,2,design,tool,analyt,user,inform
2071,Case study: wildfire visualization,"Ahrens, J.;McCormick, P.;Bossert, J.;Reisner, J.;Winterkamp, J.",9,2,10,8,1,28.026119,7.0946,9,model,simul,interact,base,view
2072,CAVEvis: distributed real-time visualization of time-varying scalar and vector fields using the CAVE virtual reality theater,"Jaswa, V.",6,8,10,9,1,-30.8557,-3.510896,6,set,techniqu,larg,present,task
2073,Collaborative augmented reality: exploring dynamical systems,"Fuhrmann, A.;Loffelmann, H.;Schmalstieg, D.",10,1,2,3,4,18.126364,56.507197,10,system,interact,user,inform,explor
2074,Collaborative visualization,"Wood, J.;Wright, H.;Brodie, K.",10,9,2,8,6,18.525737,54.062903,10,system,interact,user,inform,explor
2075,Collision detection for volumetric objects,"Taosong He;Kaufman, A.",1,7,9,2,3,-28.637496,-50.974784,1,volum,render,imag,base,techniqu
2076,Computing the separating surface for segmented data,"Nielson, G.M.;Franke, R.",7,8,1,2,3,22.178341,-41.841631,7,surfac,method,mesh,algorithm,model
2077,Constrained 3D navigation with 2D controllers,"Hanson, A.J.;Wernert, E.A.",2,9,3,10,5,3.046676,10.816299,2,design,tool,analyt,user,inform
2078,Controlled simplification of genus for polygonal models ,"El-Sana, J.;Varshney, A.",7,1,9,4,2,12.082793,-40.777137,7,surfac,method,mesh,algorithm,model
2079,Coordinating declarative queries with a direct manipulation data exploration environment,"Derthick, M.;Roth, S.F.;Kolojejchick, J.",10,5,1,2,3,6.609823,65.351639,10,system,interact,user,inform,explor
2080,Design and evaluation of incremental data structures and algorithms for dynamic query interfaces,"Tanin, E.;Beigel, R.;Shneiderman, B.",5,2,7,10,4,-24.142226,28.896406,5,interact,user,explor,method,view
2081,Determination of unknown particle charges in a thunder cloud based upon detected electric field vectors,"Drake, D.;Simpson, T.;Smithmier, L.;Rheingans, P.",8,3,10,6,1,75.408761,-8.579226,8,field,flow,vector,method,tensor
2082,Displaying data in multidimensional relevance space with 2D visualization maps,"Assa, J.;Cohen-Or, D.;Milo, T.",3,6,5,1,2,9.039724,-15.357522,3,inform,displai,map,space,color
2083,DNA visual and analytic data mining,"Hoffman, P.;Grinstein, G.;Marx, K.;Grosse, I.;Stanley, E.",5,6,2,4,8,-33.108253,41.777503,5,interact,user,explor,method,view
2084,Domesticating Bead: adapting an information visualization system to a financial institution,"Brodbeck, D.;Chalmers, M.;Lunzer, A.;Cotture, P.",10,1,6,7,8,21.345511,51.518483,10,system,interact,user,inform,explor
2085,Dynamic color mapping of bivariate qualitative data,"Rheingans, P.",3,5,6,1,2,-6.445996,-18.614042,3,inform,displai,map,space,color
2086,Dynamic smooth subdivision surfaces for data visualization,"Mandal, C.;Hong Qin;Vemuri, B.C.",7,9,1,2,3,20.811783,-48.079427,7,surfac,method,mesh,algorithm,model
2087,Efficient subdivision of finite-element datasets into consistent tetrahedra,"Albertelli, G.;Crawfis, R.",1,7,6,4,8,-7.87327,-51.40063,1,volum,render,imag,base,techniqu
2088,Extracting feature lines from 3D unstructured grids,"Kwan-Liu Ma;Interrante, V.",6,5,8,7,1,-29.430322,7.477392,6,set,techniqu,larg,present,task
2089,exVis: developing a wind tunnel data visualization tool,"Uselton, S.",10,5,9,6,2,12.103272,40.977062,10,system,interact,user,inform,explor
2090,Fast oriented line integral convolution for vector field visualization via the Internet,"Wegenkittl, R.;Groller, E.",8,1,2,3,4,76.434205,0.050873,8,field,flow,vector,method,tensor
2091,GADGET: goal-oriented application design guidance for modular visualization environments,"Fujishiro, I.;Takeshima, Y.;Ichikawa, Y.;Nakamura, K.",10,2,1,3,4,22.283144,67.285647,10,system,interact,user,inform,explor
2092,H3: laying out large directed graphs in 3D hyperbolic space,"Munzner, T.",4,1,5,2,3,-57.408959,0.396667,4,graph,network,node,layout,edg
2093,Haar wavelets over triangular domains with applications to multiresolution models for flow over a sphere,"Nielson, G.M.;Jung, I.;Sung, J.",8,9,2,7,1,66.886789,5.523552,8,field,flow,vector,method,tensor
2094,I/O optimal isosurface extraction,"Yi-Jen Chiang;Silva, C.T.",6,1,7,8,4,-15.035366,-35.87811,6,set,techniqu,larg,present,task
2095,Image synthesis from a sparse set of views,"Qian Chen;Medioni, G.",10,1,6,3,2,27.72942,56.63489,10,system,interact,user,inform,explor
2096,Information Exploration Shootout Project And Benchmark Data Sets: Evaluating How Visualization Does In Analyzing Real-World Data Analysis Problems,"Laskowski, S.;Wills, G.;Rogowitz, B.",6,3,5,2,1,-27.654877,-4.767181,6,set,techniqu,larg,present,task
2097,Instructional software for visualizing optical phenomena,"Banks, D.C.;Foley, J.T.;Vidimce, K.N.;Ming-Hoe Kiu",10,2,6,1,9,12.362792,42.203078,10,system,interact,user,inform,explor
2098,Integrated volume compression and visualization,"Tzi-cker Chiueh;Chuan-Kai Yang;Taosong He;Pfister, H.;Kaufman, A.",1,6,2,3,4,-26.443906,-66.7637,1,volum,render,imag,base,techniqu
2099,Interactive visualization of aircraft and power generation engines,"Sobierajski, L.;Schroeder, W.J.",10,9,1,2,3,18.660172,56.387813,10,system,interact,user,inform,explor
2100,Interactive volume rendering for virtual colonoscopy,"Suya You;Lichan Hong;Wan, M.;Junyaprasert, K.;Kaufman, A.;Muraki, S.;Yong Zhou;Wax, M.;Zhengrong Liang",1,7,2,3,4,-25.796797,-57.054538,1,volum,render,imag,base,techniqu
2101,Interval volume tetrahedrization,"Nielson, G.M.;Sung, J.",1,7,2,3,4,-31.291185,-54.881844,1,volum,render,imag,base,techniqu
2102,Isosurface extraction using particle systems,"Crossno, P.;Angel, E.",7,10,1,8,2,16.54687,-52.05932,7,surfac,method,mesh,algorithm,model
2103,Managing multiple focal levels in Table Lens,"Tenev, T.;Rao, R.",2,6,3,5,1,5.779663,13.298077,2,design,tool,analyt,user,inform
2104,Managing software with new visual representations,"Chuah, M.C.;Eick, S.G.",1,6,5,3,4,-22.004561,-45.948754,1,volum,render,imag,base,techniqu
2105,Metrics for effective information visualization,"Brath, R.",3,2,1,4,5,7.466793,-7.569827,3,inform,displai,map,space,color
2106,Multidimensional detective,"Inselberg, A.",9,5,3,1,2,35.45378,1.228633,9,model,simul,interact,base,view
2107,Multiresolution compression and reconstruction,"Staadt, O.;Gross, M.;Weber, R.",6,7,1,2,8,-28.518283,-8.419138,6,set,techniqu,larg,present,task
2108,Multiresolution tetrahedral framework for visualizing regular volume data,"Yong Zhou;Chen, B.;Kaufman, A.",1,9,7,2,3,-32.602272,-59.234848,1,volum,render,imag,base,techniqu
2109,Multivariate visualization using metric scaling,"Pak Chung Wong;Bergeron, R.D.",5,6,4,3,1,-38.148701,40.022859,5,interact,user,explor,method,view
2110,Nonlinear magnification fields,"Keahey, T.A.;Robertson, E.L.",8,6,2,5,1,69.634269,-4.607182,8,field,flow,vector,method,tensor
2111,On integrating visualization techniques for effective software exploration,"Storey, M.;Wong, K.;Fracchia, F.D.;Muller, H.A.",4,5,2,6,1,-59.012097,-7.786614,4,graph,network,node,layout,edg
2112,Optimized geometry compression for real-time rendering,"Chow, M.M.",1,7,6,9,10,-10.910207,-54.29713,1,volum,render,imag,base,techniqu
2113,Pearls found on the way to the ideal interface for scanned probe microscopes,"Taylor, R.M.;Jun Chen;Okimoto, S.;Llopis-Artime, N.;Chi, V.L.;Brooks, F.P., Jr.;Falvo, M.;Paulson, S.;Thiansathaporn, P.;Glick, D.;Washburn, S.;Superfine, R.",10,6,3,1,2,18.3045,41.929806,10,system,interact,user,inform,explor
2114,Perceptual Measures For Effective Visualizations,"Barrett, H.;Rheingans, P.;Uselton, S.;Watson, A.",3,5,6,8,2,-4.835144,3.477538,3,inform,displai,map,space,color
2115,Principal stream surfaces,Wenli Cai;Pheng-Ann Heng,8,7,1,2,3,81.449381,-0.161965,8,field,flow,vector,method,tensor
2116,Repairing CAD models,"Barequet, G.;Subodh Kumar",9,7,2,4,1,35.529371,-6.673997,9,model,simul,interact,base,view
2117,ROAMing terrain: Real-time Optimally Adapting Meshes,"Duchaineau, M.;Wolinsky, M.;Sigeti, D.E.;Miller, M.;Aldrich, C.;Mineev-Weinstein, M.B.",7,1,3,5,8,7.67241,-45.417479,7,surfac,method,mesh,algorithm,model
2118,Simplifying polygonal models using successive mappings,"Cohen, J.;Manocha, D.;Olano, M.",7,9,3,1,4,20.570515,-44.33602,7,surfac,method,mesh,algorithm,model
2119,Singularities in nonuniform tensor fields,"Lavin, Y.;Levy, Y.;Hesselink, L.",8,1,2,3,4,72.931301,-22.275982,8,field,flow,vector,method,tensor
2120,Smooth hierarchical surface triangulations,"Gieng, T.S.;Hamann, B.;Joy, K.I.;Schussman, G.;Trotts, I.J.",7,6,1,2,3,17.2889,-49.228848,7,surfac,method,mesh,algorithm,model
2121,Strategies for effectively visualizing 3D flow with volume LIC,"Interrante, V.;Grosch, C.",1,8,6,2,3,-28.687325,-54.360706,1,volum,render,imag,base,techniqu
2122,"Terascale Visualization: Approaches, Pitfalls And Issues","Cox, M.;Crawfis, R.;Hamann, B.;Hansen, C.;Miller, M.",2,3,1,9,8,-4.558602,6.855507,2,design,tool,analyt,user,inform
2123,The contour spectrum,"Bajaj, C.L.;Pascucci, V.;Schikore, D.R.",10,5,7,1,3,-3.296046,46.725989,10,system,interact,user,inform,explor
2124,The motion map: efficient computation of steady flow animations,"Jobard, B.;Lefer, W.",8,3,7,1,2,68.66077,13.405374,8,field,flow,vector,method,tensor
2125,The multilevel finite element method for adaptive mesh optimization and visualization of volume data,"Grosso, R.;Lurig, C.;Ertl, T.",7,1,8,2,3,10.488663,-46.710039,7,surfac,method,mesh,algorithm,model
2126,The structure of the information visualization design space,"Card, S.K.;Mackinlay, J.",2,3,1,4,5,10.03483,19.281413,2,design,tool,analyt,user,inform
2127,The VSBUFFER: visibility ordering of unstructured volume primitives by polygon drawing,"Westermann, R.;Ertl, T.",1,6,2,3,4,-27.365967,-58.927127,1,volum,render,imag,base,techniqu
2128,Towards efficient visualization support for single-block and multi-block datasets,"Favre, J.M.",6,5,1,7,9,-23.821343,-0.871417,6,set,techniqu,larg,present,task
2129,Two-phase perspective ray casting for interactive volume navigation,"Brady, M.;Jung, K.;Nguyen, H.T.;Nguyen, T.",1,2,3,4,5,-32.383829,-63.674737,1,volum,render,imag,base,techniqu
2130,UFLIC: a line integral convolution algorithm for visualizing unsteady flows,"Shen, H.-W.;Kao, D.",8,7,1,2,3,73.834191,10.953752,8,field,flow,vector,method,tensor
2131,Viewing IGES files through VRML,"Marti, J.",9,10,1,3,7,27.94688,0.83058,9,model,simul,interact,base,view
2132,Virtualized reality: constructing time-varying virtual worlds from real world events,"Rander, P.;Narayanan, P.J.;Kanade, T.",9,1,7,6,2,38.180028,-8.133655,9,model,simul,interact,base,view
2133,Visualization of geometric algorithms in an electronic classroom,"Shneerson, M.;Tal, A.",10,9,7,4,1,28.900988,49.023076,10,system,interact,user,inform,explor
2134,Visualization of height field data with physical models and texture photomapping,"Clark, D.;Bailey, M.",8,3,9,1,2,70.664051,-4.011253,8,field,flow,vector,method,tensor
2135,Visualization of higher order singularities in vector fields,"Scheuermann, G.;Hagen, H.;Kruger, H.;Menzel, M.;Rockwood, A.",8,7,1,2,3,76.809976,-8.484836,8,field,flow,vector,method,tensor
2136,Visualization of large terrains in resource-limited computing environments,"Rabinovich, B.;Gotsman, C.",1,10,7,6,2,-17.769284,-51.45628,1,volum,render,imag,base,techniqu
2137,Visualization of plant growth,"Loomis, J.J.;Xiuwen Liu;Zhaohua Ding;Fujimura, K.;Evans, M.L.;Ishikawa, H.",9,2,8,1,3,27.964038,4.217526,9,model,simul,interact,base,view
2138,Visualization of rotation fields,"Livingston, M.A.",8,1,2,3,4,80.099449,-5.926778,8,field,flow,vector,method,tensor
2139,Visualizing information on a sphere,"Gross, M.;Sprenger, T.C.;Finger, J.",10,6,3,7,1,22.68472,50.729197,10,system,interact,user,inform,explor
2140,Visualizing the behaviour of higher dimensional dynamical systems,"Wegenkittl, R.;Loffelmann, H.;Groller, E.",5,10,6,8,7,-43.220158,41.593753,5,interact,user,explor,method,view
2141,VizWiz: a Java applet for interactive 3D scientific visualization on the Web,"Michaels, C.;Bailey, M.",10,2,5,1,3,6.470395,57.072039,10,system,interact,user,inform,explor
2142,Volume rendering for relational data,"Becker, B.",1,5,8,2,3,-28.389411,-52.3256,1,volum,render,imag,base,techniqu
2143,Volume rendering of abdominal aortic aneurysms,"Tam, R.;Healey, C.;Flak, B.;Cahoon, P.",1,3,2,9,6,-29.260572,-68.476798,1,volum,render,imag,base,techniqu
2144,Vortex identification-applications in aerodynamics: a case study,"Kenwright, D.;Haimes, R.",8,2,6,10,7,67.284704,6.447775,8,field,flow,vector,method,tensor
2145,Wavelet-based multiresolutional representation of computational field simulation datasets,"Zhifan Zhu;Machiraju, R.;Fry, B.;Moorhead, R.J.",8,3,1,9,2,60.862233,-3.609343,8,field,flow,vector,method,tensor
2146,A 3D Contextual Shading Method for Visualization of Diecasting Defects,"Lu, S.C.;Rebello, A.B.;Cui, D.H.;Yagel, R.;Miller, R.A.;Kinzel, G.L.",2,9,7,8,3,0.77073,9.311007,2,design,tool,analyt,user,inform
2147,A fast Gibbs sampler for synthesizing constrained fractals,"Vemuri, B.C.;Mandal, C.",7,6,4,1,2,24.644957,-48.072335,7,surfac,method,mesh,algorithm,model
2148,A haptic interaction method for volume visualization,"Avila, R.;Sobierajski, L.",1,5,10,9,8,-41.680226,-56.179811,1,volum,render,imag,base,techniqu
2149,A linear iteration time layout algorithm for visualising high-dimensional data,"Chalmers, M.",6,7,4,5,1,-23.74362,-6.804868,6,set,techniqu,larg,present,task
2150,A system for measuring surface facet orientation from atomic force microscope data,"Hagedorn, J.;Rushmeier, H.;Blendell, J.;Vaudin, M.",10,7,3,1,2,17.814137,49.72034,10,system,interact,user,inform,explor
2151,A system for the complementary visualization of 3D volume images using 2D and 3D binaurally processed sonification representations,"Rossiter, D.;Wai-Yin Ng",1,10,2,6,8,-28.537999,-46.735508,1,volum,render,imag,base,techniqu
2152,A visualization tool for mechanical design,"Lu, S.C.;Rebello, A.B.;Cui, D.H.;Yagel, R.;Miller, R.A.;Kinzel, G.L.",2,10,7,1,3,4.342201,13.734167,2,design,tool,analyt,user,inform
2153,Anatomy-based facial tissue modeling using the finite element method,"Keeve, E.;Girod, S.;Pfeifle, P.;Girod, B.",9,8,7,1,2,40.817314,-2.897882,9,model,simul,interact,base,view
2154,Animating multidimensional scaling to visualize N-dimensional data sets,"Bentley, C.L.;Ward, M.O.",6,5,8,3,1,-21.494126,-1.245326,6,set,techniqu,larg,present,task
2155,BLaC-wavelets: a multiresolution analysis with non-nested spaces,"Bonneau, G.-P.;Hahmann, S.;Nielson, G.M.",1,9,6,8,7,-41.53226,-43.609091,1,volum,render,imag,base,techniqu
2156,Breaking the Myth: One Picture is Not (always) Worth a Thousand Words,"Gershon, N.;Gershon, N.;Braham, R.;Fracchia, D.;Glassner, A.;Mones-Hattal, B.;Rose, R.",5,3,6,4,1,-5.980273,6.53049,5,interact,user,explor,method,view
2157,Case study: mantle convection visualization on the Cray T3D,"Painter, J.S.;Bunge, H.-P.;Livnat, Y.",9,10,6,1,7,31.038228,6.639319,9,model,simul,interact,base,view
2158,Case study: visual access for landscape event based temporal data,"Carpendale, S.;Fall, A.;Cowperthwaite, D.J.;Fall, J.;Fracchia, F.D.",5,6,9,3,1,-28.121626,40.318742,5,interact,user,explor,method,view
2159,Case study: visualization of laser confocal microscopy datasets,"Sakas, G.;Vicker, M.G.;Plath, P.J.",10,1,4,8,7,8.035952,51.707769,10,system,interact,user,inform,explor
2160,Cheops: a compact explorer for complex hierarchies,"Beaudoin, L.;Parent, M.-A.;Vroomen, L.C.",4,3,10,5,6,-53.224067,2.708639,4,graph,network,node,layout,edg
2161,Choosing effective colours for data visualization,"Healey, C.",6,3,8,7,5,-28.168882,2.281242,6,set,techniqu,larg,present,task
2162,Clinical evaluation of interactive volume visualization,"Zuiderveld, K.J.;van Ooijen, P.M.A.;Chin-A-Woeng, J.W.C.;Buijs, P.C.;Olree, M.;Post, F.H.",10,1,2,3,4,26.617853,41.916451,10,system,interact,user,inform,explor
2163,Complex-valued contour meshing,"Weigle, C.;Banks, D.C.",7,6,5,1,2,18.961901,-33.817579,7,surfac,method,mesh,algorithm,model
2164,Contour blending using warp-guided distance field interpolation,"Cohen-Or, D.;Levin, D.;Solomovici, A.",8,7,5,1,2,74.760736,-10.310006,8,field,flow,vector,method,tensor
2165,Data characterization for automatically visualizing heterogeneous information,"Zhou, M.X.;Feiner, S.",3,10,2,1,4,10.678631,-8.93356,3,inform,displai,map,space,color
2166,Data level comparative visualization in aircraft design,"Trapp, J.;Pagendarm, H.-G.",2,8,1,9,3,-0.126479,12.22447,2,design,tool,analyt,user,inform
2167,Data reduction and interpolation for visualizing 3D soil-quality data,"Banks, D.C.;Hamann, B.;Po-Yu Tsai;Moorhead, R.J.;Barlow, J.",10,8,1,2,3,18.890887,47.863166,10,system,interact,user,inform,explor
2168,Deformable volume rendering by 3D texture mapping and octree encoding,"Shiaofen Fang;Su Huang;Srinivasan, R.;Raghu Raghavan",1,2,3,4,5,-37.691421,-66.384116,1,volum,render,imag,base,techniqu
2169,DEPICT: Documents Evaluated as Pictures. Visualizing information using context vectors and self-organizing maps,"Rushall, D.A.;Ilgen, M.R.",3,10,8,4,5,10.657386,-13.08954,3,inform,displai,map,space,color
2170,Directional flow visualization of vector fields,"Boring, E.;Pang, A.",8,6,1,2,3,74.759727,6.895836,8,field,flow,vector,method,tensor
2171,Distortion viewing techniques for 3-dimensional data,"Carpendale, S.;Cowperthwaite, D.J.;Fracchia, F.D.",5,3,8,7,4,-33.976123,33.718628,5,interact,user,explor,method,view
2172,Dual multiresolution HyperSlice for multivariate data visualization,"Pak Chung Wong;Crabb, A.H.;Bergeron, R.D.",10,2,3,5,1,14.849995,45.820193,10,system,interact,user,inform,explor
2173,Dynamic view-dependent simplification for polygonal models,"Xia, J.C.;Varshney, A.",1,9,3,7,4,-10.734202,-44.999415,1,volum,render,imag,base,techniqu
2174,Electrical energy absorption in the human head from a cellular telephone,"Pandit, V.;McDermott, R.;Lazzi, G.;Furse, C.;Gandhi, O.",9,8,2,7,1,30.684172,2.786423,9,model,simul,interact,base,view
2175,Fast Perspective Volume Rendering with Splatting by Utilizing a Ray-Driven Approach,"Muellel, K.;Yagel, R.",1,8,7,3,2,-29.375679,-63.998022,1,volum,render,imag,base,techniqu
2176,Fast stereo volume rendering,"Taosong He;Kaufman, A.",1,2,3,4,5,-28.727722,-60.646648,1,volum,render,imag,base,techniqu
2177,FEL: The Field Encapsulation Library,"Bryson, S.;Kenwright, D.;Gerald-Yamasaki, M.",8,7,1,10,2,68.309976,-5.888078,8,field,flow,vector,method,tensor
2178,FINESSE: a financial information spreadsheet,"Varshney, A.;Kaufman, A.",10,3,1,2,4,13.823786,61.929813,10,system,interact,user,inform,explor
2179,Flexible information visualization of multivariate data from biological sequence similarity searches,"Chi, E.H.;Riedl, J.;Shoop, E.;Carlis, J.V.;Retzel, E.;Barry, P.",10,6,3,1,2,17.890597,61.862853,10,system,interact,user,inform,explor
2180,Flow visualization for turbomachinery design,"Roth, M.;Peikert, R.",8,2,10,1,3,69.932886,9.541681,8,field,flow,vector,method,tensor
2181,Generation of Transfer Functions with Stochastic Search Technique,"He, T.;Hong, L.;Kaufman, A.;Pfister, H.",5,1,2,10,6,-5.384863,45.449365,5,interact,user,explor,method,view
2182,Geospatial metadata querying and visualization on the WWW using Java<sup>TM</sup> applets,"Alper, N.;Stein, C.",10,5,1,2,3,6.747145,61.153736,10,system,interact,user,inform,explor
